,active,color,colors.0,data.categories.0,data.properties.active_since,data.properties.activity,data.properties.city,data.properties.classification,data.properties.client_name,data.properties.client_number,data.properties.compliance_classification,data.properties.country,data.properties.cross_reference,data.properties.file_number,data.properties.former_name,data.properties.inactivationDate,data.properties.jurisdiction,data.properties.name,data.properties.prospect_date,data.properties.region,data.properties.registrationDate,data.properties.status,data.properties.struck_off_date,data.properties.subclassification,data.statistics.digest.0.edgeType,data.statistics.digest.0.edges,data.statistics.digest.0.nodeCategories.0,data.statistics.digest.0.nodes,data.statistics.digest.1.edgeType,data.statistics.digest.1.edges,data.statistics.digest.1.nodeCategories.0,data.statistics.digest.1.nodes,data.statistics.edgeCount,data.statistics.hiddenEdgeCount,data.statistics.visibleEdgeCount,fa2_x,fa2_y,fixed,geo.latitudeDiff,geo.longitudeDiff,glyphs.0.content,glyphs.0.draw,glyphs.0.position,glyphs.1.content,glyphs.1.draw,glyphs.1.font,glyphs.1.position,glyphs.1.textColor,icon.color,icon.content,icon.font,icon.scale,id,label,nodelink.x,nodelink.y,read_cam0:size,read_cam0:x,read_cam0:y,renderer1:size,renderer1:x,renderer1:y,selected,size,x,y
0,True,#420e00,#420e00,Company,,,,,,,,,,18898,,04-APR-2003,PMA,TREI INVESTMENTS CORP.,,,10-DEC-1999,REN,10-MAR-2001,,is officer of,2,Officer,1,registered,1.0,Client,1.0,3,0,3,-0.294086188078,1.47501289845,True,0.0,0.0,0,False,top-right,,True,FontAwesome,bottom-right,#000,#fff,,FontAwesome,1,215525,TREI INVESTMENTS CORP.,-7.799,-6.149,5,7.0523765564,-15.9698992729,31.547867224,1356.5,207,True,1,7.0523765564,-15.9698992729
1,False,#851d00,#851d00,Client,05-SEP-1995,STOCK EXCHANGE,LIMA,Special rates,MOSSACK FONSECA & CO. (PERU) CORP.,7879,INTERMEDIARY,PERU,,,ARGENTA INTERNATIONAL LIMITED,,,MOSSACK FONSECA & CO. (PERU) CORP.,,REPRESENTATIVE CLIENTS,,ACTIVE,,Representative,registered,2055,Company,2055,,,,,2055,2054,1,-11.0276794434,-8.31890678406,True,0.0,0.0,2.054k,True,top-right,,True,FontAwesome,bottom-right,#000,#fff,,FontAwesome,1,588376,MOSSACK FONSECA & CO. (PERU) CORP.,11.654,9.189,5,-21.3476234436,-1.56989927292,31.547867224,1072.5,351,,1,-21.3476234436,-1.56989927292
2,,#be4400,#be4400,Officer,,,,,,,,,,,,,,César Almeyda,,,,,,,is officer of,2,Company,1,,,,,2,0,2,16.5324325562,15.0791082382,True,,,0,False,top-right,,True,FontAwesome,bottom-right,#000,#fff,,FontAwesome,1,667735,César Almeyda,,,5,20.1523765564,14.4301007271,31.547867224,1487.5,511,,1,20.1523765564,14.4301007271
