,active,color,colors.0,data.categories.0,data.properties.active_since,data.properties.activity,data.properties.city,data.properties.classification,data.properties.client_name,data.properties.client_number,data.properties.compliance_classification,data.properties.country,data.properties.cross_reference,data.properties.file_number,data.properties.former_name,data.properties.inactivationDate,data.properties.jurisdiction,data.properties.name,data.properties.prospect_date,data.properties.region,data.properties.registrationDate,data.properties.status,data.properties.struck_off_date,data.properties.subclassification,data.statistics.digest.0.edgeType,data.statistics.digest.0.edges,data.statistics.digest.0.nodeCategories.0,data.statistics.digest.0.nodes,data.statistics.digest.1.edgeType,data.statistics.digest.1.edges,data.statistics.digest.1.nodeCategories.0,data.statistics.digest.1.nodes,data.statistics.edgeCount,data.statistics.hiddenEdgeCount,data.statistics.visibleEdgeCount,fa2_x,fa2_y,fixed,geo.latitudeDiff,geo.longitudeDiff,glyphs.0.content,glyphs.0.draw,glyphs.0.position,glyphs.1.content,glyphs.1.draw,glyphs.1.font,glyphs.1.position,glyphs.1.textColor,icon.color,icon.content,icon.font,icon.scale,id,label,nodelink.fixed,nodelink.x,nodelink.y,read_cam0:size,read_cam0:x,read_cam0:y,renderer1:size,renderer1:x,renderer1:y,size,x,y
0,False,#be4400,#be4400,Officer,,,,,,,,,,,,,,Jaynet Désirée Kabila Kyungu,,,,,,,is officer of,3,Company,3,,,,,3,2,1,30.0,-7.1,True,0,0,2,True,top-right,,True,FontAwesome,bottom-right,#000,#fff,,FontAwesome,1,667734,Jaynet Désirée Kabila Kyungu,True,6.668,-10.356,5,30.0,-7.1,31.547867224,1537.29,582.0,1,30.0,-7.1
1,False,#420e00,#420e00,Company,,,,,,,,,,307188,,24-FEB-2003,NIUE,KERATSU HOLDING LIMITED,,,19-JUN-2001,MOR,19-FEB-2003,,is officer of,1,Officer,1,registered,1.0,Client,1.0,2,0,2,25.4,-51.7,True,0,0,0,False,top-right,,True,FontAwesome,bottom-right,#000,#fff,,FontAwesome,1,603136,KERATSU HOLDING LIMITED,True,22.742,-41.266,5,25.4,-51.7,31.547867224,1491.29,136.0,1,25.4,-51.7
2,False,#851d00,#851d00,Client,18-APR-1994,CONSULTANTS,WARSAW,Special rates,INTERHOLD BANAS,4937,INTERMEDIARY,POLAND,,,OFFSHORE CENTER,,,INTERHOLD BANAS,,PROFESSIONAL CLIENTS,,ACTIVE,,,registered,139,Company,139,,,,,139,138,1,-21.458,-32.066,True,0,0,138,True,top-right,,,,,,#fff,,FontAwesome,1,593176,INTERHOLD BANAS,True,-21.458,-32.066,5,-21.458,-32.066,31.547867224,1022.71,332.34,1,-21.458,-32.066
