,active,color,colors.0,data.categories.0,data.properties.active_since,data.properties.activity,data.properties.ceasedmembership,data.properties.certificateNumber,data.properties.citizenship,data.properties.city,data.properties.classification,data.properties.classofshares,data.properties.client_name,data.properties.client_number,data.properties.compliance_classification,data.properties.country,data.properties.cross_reference,data.properties.custodianaddress,data.properties.custodianname,data.properties.dateofissue,data.properties.file_number,data.properties.former_name,data.properties.inactivationDate,data.properties.jurisdiction,data.properties.name,data.properties.newcertificate,data.properties.numbershares,data.properties.pep,data.properties.prospect_date,data.properties.region,data.properties.registerlocation,data.properties.registrationDate,data.properties.rst,data.properties.sharestransferred,data.properties.status,data.properties.struck_off_date,data.properties.subclassification,data.properties.transferdate,data.statistics.digest.0.edgeType,data.statistics.digest.0.edges,data.statistics.digest.0.nodeCategories.0,data.statistics.digest.0.nodes,data.statistics.digest.1.edgeType,data.statistics.digest.1.edges,data.statistics.digest.1.nodeCategories.0,data.statistics.digest.1.nodes,data.statistics.edgeCount,data.statistics.hiddenEdgeCount,data.statistics.visibleEdgeCount,fixed,geo.latitudeDiff,geo.longitudeDiff,glyphs.0.content,glyphs.0.draw,glyphs.0.position,icon.color,icon.content,icon.font,icon.scale,id,label,nodelink.fixed,nodelink.x,nodelink.y,read_cam0:size,read_cam0:x,read_cam0:y,renderer1:size,renderer1:x,renderer1:y,selected,size,x,y
0,False,#be4400,#be4400,Officer,,,,,,,,,,,,,,,,,,,,,Bjarni Benediktsson,,,,,,,,,,,,,,is officer of,1,Company,1,,,,,1,0,1,,0,0,0,False,top-right,#fff,,FontAwesome,1,667770,Bjarni Benediktsson,,6.167,14.586,5,6.167,14.586,31.547867224,1363.88,494.05,,1,6.167,14.586
1,True,#420e00,#420e00,Company,,,,,,,,,,,,,,,,,204074,,07-AUG-2012,SEY,FALSON & CO.,,,,,,,06-DEC-2005,,,REN,31-DEC-2010,,,is officer of,2,Officer,2,registered,1.0,Client,1.0,3,0,3,True,0,0,0,False,top-right,#fff,,FontAwesome,1,276288,FALSON & CO.,True,-2.321,-12.424,5,-2.321,-12.424,31.547867224,1279.0,223.95,True,1,-2.321,-12.424
2,False,#be4400,#be4400,Officer,,,,1,NO,,,,,,,,,,,06-12-2005,,,,,THE BEARER,,1,NO,,,,,NOT NEGATIVE RESULT,,,,,,is officer of,1,Company,1,,,,,1,0,1,,0,0,0,False,top-right,#fff,,FontAwesome,1,484171,THE BEARER,,13.329,-12.134,5,13.329,-12.134,31.547867224,1435.5,226.85,,1,13.329,-12.134
3,False,#851d00,#851d00,Client,21-MAY-2014,BANK,,,,LUXEMBOURG CITY,Special rates,,LANDSBANKI LUXEMBOURG S.A.,28303,INTERMEDIARY,LUXEMBOURG,,,,,,,,,LANDSBANKI LUXEMBOURG S.A.,,,,,LUXEMBOURG CLIENTS,,,,,ACTIVE,,Professional Fees,,registered,404,Company,404,,,,,404,403,1,,0,0,403,True,top-right,#fff,,FontAwesome,1,587991,LANDSBANKI LUXEMBOURG S.A.,,-17.771,0.703,5,-17.771,0.703,31.547867224,1124.5,355.22,,1,-17.771,0.703
